First_junc_name,err_dist,Second_junction,,,
BRE,1.574086607,SFG,,,
BRE,,,,,
MNJ,,,,,
SYWN,,,,,
MRE,,,,,
BMU,,,,,
SFG,,,,,
 , , ,,,
SFG,0,PRYJ,,,
SFG,,,,,
PRYJ,,,,,
 , , ,,,
PRYJ,0,NYN,,,
PRYJ,,,,,
NYN,,,,,
 , , ,,,
NYN,0,PCOI,,,
NYN,,,,,
PCOI,,,,,
 , , ,,,
JTHT,2.570429274,SSM,,,
JTHT,,,,,
ICBN,,,,,
FOCM,,,,,
GAQ,,,,,
CDMR,,,,,
SYJ,,,,,
KMS,,,,,
DCX,,,,,
DGO,,,,,
BBU,,,,,
MTGE,,,,,
PSE,,,,,
KTQ,,,,,
KVD,,,,,
SSG,,,,,
KMGE,,,,,
SSM,,,,,
 , , ,,,
SSM,1.869571194,SEB,,,
SSM,,,,,
KWD,,,,,
PHE,,,,,
DOS,,,,,
ADSR,,,,,
SEB,,,,,
 , , ,,,
SEB,0.13539924,CPBH,,,
SEB,,,,,
FOCS,,,,,
CPBH,,,,,
 , , ,,,
CPBH,1.016298021,GAYA,,,
CPBH,,,,,
AUBR,,,,,
PES,,,,,
BHKH,,,,,
JHN,,,,,
DORD,,,,,
RFJ,,,,,
IMGE,,,,,
GRRU,,,,,
PRY,,,,,
KSTA,,,,,
WCB,,,,,
GAYA,,,,,
 , , ,,,
GAYA,0.187963599,MPO,,,
GAYA,,,,,
SICY,,,,,
MPO,,,,,
 , , ,,,
MPO,2.704261579,KQR,,,
MPO,,,,,
BNF,,,,,
TKN,,,,,
BNSL,,,,,
PRP,,,,,
GAP,,,,,
YGM,,,,,
BSCP,,,,,
NGY,,,,,
DLW,,,,,
LBZ,,,,,
GJD,,,,,
KQR,,,,,
 , , ,,,
KQR,3.06288965,GMO,,,
KQR,,,,,
LRB,,,,,
HRE,,,,,
SMND,,,,,
YDD,,,,,
PSB,,,,,
DSME,,,,,
CBH,,,,,
KSHR,,,,,
HZD,,,,,
GRBH,,,,,
CCK,,,,,
KRMB,,,,,
CDB,,,,,
CEME,,,,,
PNME,,,,,
NMG,,,,,
BLME,,,,,
GMO,,,,,
 , , ,,,
GMO,0.400759436,DHN,,,
GMO,,,,,
RIBP,,,,,
MRQ,,,,,
NPJE,,,,,
TET,,,,,
BHN,,,,,
DHN,,,,,
 , , ,,,
DHN,0.206763085,PKA,,,
DHN,,,,,
DOKM,,,,,
PKA,,,,,
 , , ,,,
PKA,0.514757166,ULT,,,
PKA,,,,,
CAM,,,,,
KAO,,,,,
TNW,,,,,
MMU,,,,,
KMME,,,,,
BRR,,,,,
ULT,,,,,
 , , ,,,
ULT,0,STN,,,
ULT,,,,,
STN,,,,,
 , , ,,,
STN,0.33970372,ASN,,,
STN,,,,,
BCQ,,,,,
ASN,,,,,
 , , ,,,
ASN,0.49388683,UDL,,,
ASN,,,,,
ASNE,,,,,
KPK,,,,,
NMC,,,,,
RNG,,,,,
BQT,,,,,
ETYD,,,,,
UDLW,,,,,
UDL,,,,,
 , , ,,,
UDL,0.711340387,KAN,,,
UDL,,,,,
LCAB,,,,,
UDLE,,,,,
INTY,,,,,
EOC,,,,,
POL,,,,,
OYR,,,,,
DCOP,,,,,
DGR,,,,,
RBH,,,,,
PAN,,,,,
MNAE,,,,,
PAJ,,,,,
GLI,,,,,
INCI,,,,,
KANL,,,,,
KAN,,,,,
 , , ,,,
SKG,1.912343364,KQU,,,
SKG,,,,,
PRAE,,,,,
CHC,,,,,
MSAE,,,,,
NBAE,,,,,
JRAE,,,,,
JPQ,,,,,
GRAE,,,,,
HIH,,,,,
CRAE,,,,,
SHBC,,,,,
DNHL,,,,,
BMAE,,,,,
PBZ,,,,,
CDAE,,,,,
MDSE,,,,,
KQLS,,,,,
KQU,,,,,
 , , ,,,
KQU,0.062091898,DKAE,,,
KQU,,,,,
BLAE,,,,,
MBE,,,,,
BRPA,,,,,
BPAE,,,,,
JOX,,,,,
GBRA,,,,,
DKAE,,,,,
 , , ,,,
DKAE,0,CCLW,,,
DKAE,,,,,
CCLW,,,,,
 , , ,,,
CCLW,0,CCRL,,,
CCLW,,,,,
CCRL,,,,,
 , , ,,,
CCRL,1.309874934,DDJ,,,
CCRL,,,,,
RCD,,,,,
BLYH,,,,,
BLYG,,,,,
DAKE,,,,,
BARN,,,,,
DDJ,,,,,
 , , ,,,
ACOI,0,LKJN,,,
ACOI,,,,,
LKJN,,,,,
 , , ,,,
YY-MMRX,2.019015165,ANK,,,
YY-MMRX,,,,,
AAK,,,,,
ANK,,,,,
 , , ,,,
ANK,3.130603914,PB,,,
ANK,,,,,
YL,,,,,
KPG,,,,,
SNVR,,,,,
KNGN,,,,,
PB,,,,,
 , , ,,,
PB,7.241360077,DDCC,,,
PB,,,,,
CIT,,,,,
BAP,,,,,
NPW,,,,,
PDGN,,,,,
TKMY,,,,,
RRI,,,,,
VBR,,,,,
DAH,,,,,
VL,,,,,
NNB,,,,,
ANG,,,,,
AKR,,,,,
SRL,,,,,
RNJD,,,,,
VPR,,,,,
BWD,,,,,
SGND,,,,,
KSTH,,,,,
DDCC,,,,,
 , , ,,,
DDCC,0,XX-DDBC,,,
DDCC,,,,,
XX-DDBC,,,,,
 , , ,,,
XX-DDBC,0.800155704,LONI,,,
XX-DDBC,,,,,
PAA,,,,,
KDTN,,,,,
KDG,,,,,
KTT,,,,,
YT,,,,,
URI,,,,,
LONI,,,,,
 , , ,,,
LONI,0.003222549,MJBK,,,
LONI,,,,,
HPLX,,,,,
MJBK,,,,,
 , , ,,,
MJBK,0.643328997,PUNE,,,
MJBK,,,,,
HDP,,,,,
GIT,,,,,
PUNE,,,,,
 , , ,,,
SPR,0.313563597,BRP,,,
SPR,,,,,
SBGR,,,,,
MAK,,,,,
BRP,,,,,
 , , ,,,
BLY,0.602020985,SHE,,,
BLY,,,,,
UPA,,,,,
HMZ,,,,,
KOG,,,,,
RIS,,,,,
SRP,,,,,
SHE,,,,,
 , , ,,,
SHE,0.445464045,BDC,,,
SHE,,,,,
BBAE,,,,,
BHR,,,,,
MUU,,,,,
CGR,,,,,
CNS,,,,,
HGY,,,,,
BDC,,,,,
 , , ,,,
BDC,4.995975871,SKG,,,
BDC,,,,,
ADST,,,,,
MUG,,,,,
TLO,,,,,
KHN,,,,,
PDA,,,,,
SLG,,,,,
BCGM,,,,,
BOI,,,,,
DBP,,,,,
BGF,,,,,
MYM,,,,,
NMF,,,,,
RSLR,,,,,
PLAE,,,,,
SKG,,,,,
 , , ,,,
MLDT,16.60940478,NFKS,,,
MLDT,,,,,
GZM,,,,,
JMQ,,,,,
KTJ,,,,,
CMX,,,,,
NFKN,,,,,
NFK,,,,,
NFKS,,,,,
 , , ,,,
BDAG,0,BHW,,,
BDAG,,,,,
BHW,,,,,
 , , ,,,
JNQS,0,JMP,,,
JNQS,,,,,
JMP,,,,,
 , , ,,,
JMP,3.014570225,KIUL,,,
JMP,,,,,
JMPW,,,,,
JMSY,,,,,
SRB,,,,,
DRTP,,,,,
AIAP,,,,,
DRH,,,,,
MSDN,,,,,
AHA,,,,,
GIBP,,,,,
KJH,,,,,
UREN,,,,,
PWBN,,,,,
DNRE,,,,,
RMPR,,,,,
KIUL,,,,,
 , , ,,,
KIUL,0.010951458,LKR,,,
KIUL,,,,,
KBC,,,,,
LKR,,,,,
 , , ,,,
LKR,1.558161246,RDUM,,,
LKR,,,,,
MKB,,,,,
DJS,,,,,
DMRX,,,,,
GGSY,,,,,
BRYA,,,,,
RDUM,,,,,
 , , ,,,
RDUM,1.51930416,TALL,,,
RDUM,,,,,
HTZ,,,,,
TALL,,,,,
 , , ,,,
TALL,2.534726336,BARH,,,
TALL,,,,,
ANAH,,,,,
MKA,,,,,
SIVN,,,,,
BHAD,,,,,
MOR,,,,,
KNHP,,,,,
MMKB,,,,,
PHK,,,,,
LEB,,,,,
RLE,,,,,
SHT,,,,,
BARH,,,,,
 , , ,,,
BARH,0.627746472,ACU,,,
BARH,,,,,
BCHT,,,,,
ACU,,,,,
 , , ,,,
ACU,0.034758847,BKP,,,
ACU,,,,,
ATL,,,,,
JPML,,,,,
BKP,,,,,
 , , ,,,
BKP,0.040636553,FUT,,,
BKP,,,,,
CPPR,,,,,
TKBG,,,,,
SMBH,,,,,
KWO,,,,,
MJM,,,,,
KOO,,,,,
HDE,,,,,
BCYN,,,,,
FUT,,,,,
 , , ,,,
FUT,2.849537344,PNBE,,,
FUT,,,,,
BKG,,,,,
DDGJ,,,,,
PNC,,,,,
GZH,,,,,
RJPB,,,,,
PNBE,,,,,
 , , ,,,
NEWC,0,BHBV,,,
NEWC,,,,,
BHBV,,,,,
 , , ,,,
BSB,1.223238526,ZBD,,,
BSB,,,,,
BSBY,,,,,
SOP,,,,,
BRPT,,,,,
BTP,,,,,
PDRD,,,,,
KSF,,,,,
TLMD,,,,,
JLL,,,,,
SIQ,,,,,
ZBD,,,,,
 , , ,,,
ZBD,1.691836742,SLN,,,
ZBD,,,,,
JNUK,,,,,
JOP,,,,,
BKSA,,,,,
SVZ,,,,,
SKN,,,,,
HRPG,,,,,
NIMG,,,,,
KEPR,,,,,
CHDA,,,,,
MWP,,,,,
LBA,,,,,
BDIN,,,,,
PKX,,,,,
SLN,,,,,
 , , ,,,
SLN,2.420986089,UTR,,,
SLN,,,,,
BDKN,,,,,
SHNG,,,,,
MFKA,,,,,
AHZ,,,,,
WGJ,,,,,
NHH,,,,,
SYW,,,,,
AKJ,,,,,
CHBS,,,,,
HGH,,,,,
TEG,,,,,
CDRL,,,,,
RMNR,,,,,
APG,,,,,
BKKS,,,,,
UTR,,,,,
 , , ,,,
UTR,1.219323868,LBH,,,
UTR,,,,,
BHAW,,,,,
LBH,,,,,
 , , ,,,
LBH,0,LKO,,,
LBH,,,,,
LKO,,,,,
 , , ,,,
LKO,0,LNWT,,,
LKO,,,,,
LNWT,,,,,
 , , ,,,
LNWT,1.038594559,BLM,,,
LNWT,,,,,
AMG,,,,,
KKJ,,,,,
MLD,,,,,
DIL,,,,,
RBD,,,,,
SAN,,,,,
UTA,,,,,
DLQ,,,,,
BLM,,,,,
 , , ,,,
BLM,5.781926446,ROZA,,,
BLM,,,,,
BGH,,,,,
MST,,,,,
KAR,,,,,
HRI,,,,,
KUF,,,,,
BEG,,,,,
TDP,,,,,
SHRM,,,,,
AJI,,,,,
AIG,,,,,
KH,,,,,
PRPM,,,,,
ROZA,,,,,
 , , ,,,
MBWC,3.623003474,GJL,,,
MBWC,,,,,
LDP,,,,,
HKP,,,,,
CKLT,,,,,
KIV,,,,,
AMRO,,,,,
KFPR,,,,,
MHHR,,,,,
GJL,,,,,
 , , ,,,
GJL,2.324486282,HPU,,,
GJL,,,,,
KHE,,,,,
GGB,,,,,
GMS,,,,,
SMBL,,,,,
SKHR,,,,,
QXR,,,,,
BBO,,,,,
HPU,,,,,
 , , ,,,
HPU,0.694374756,GZB,,,
HPU,,,,,
KKMB,,,,,
PKW,,,,,
DS,,,,,
AKNR,,,,,
MFH,,,,,
GZB,,,,,
 , , ,,,
GZB,0,SBB,,,
GZB,,,,,
SBB,,,,,
 , , ,,,
SBB,0,ANVT,,,
SBB,,,,,
ANVT,,,,,
 , , ,,,
SNT,3.690798688,JUNC,,,
SNT,,,,,
MWZ,,,,,
KNRI,,,,,
SURI,,,,,
KQX,,,,,
KOX,,,,,
CPLE,,,,,
DUJ,,,,,
PCR,,,,,
BMGA,,,,,
PAW,,,,,
UKA,,,,,
SXD,,,,,
KJME,,,,,
JUNC,,,,,
 , , ,,,
JUNC,0,UDL,,,
JUNC,,,,,
UDL,,,,,
 , , ,,,
UDL,0.49388683,ASN,,,
UDL,,,,,
UDLW,,,,,
ETYD,,,,,
BQT,,,,,
RNG,,,,,
NMC,,,,,
KPK,,,,,
ASNE,,,,,
ASN,,,,,
 , , ,,,
BXR,9.669230237,JTHT,,,
BXR,,,,,
PWXP,,,,,
CSA,,,,,
BQW,,,,,
GMR,,,,,
KKRH,,,,,
BWH,,,,,
USK,,,,,
DLN,,,,,
DRV,,,,,
ZNA,,,,,
BHCL,,,,,
DHA,,,,,
TLAM,,,,,
SLD,,,,,
KCA,,,,,
EOCM,,,,,
JTHT,,,,,
 , , ,,,
PCOI,0,NYN,,,
PCOI,,,,,
NYN,,,,,
 , , ,,,
NYN,0,PRYJ,,,
NYN,,,,,
PRYJ,,,,,
 , , ,,,
PRYJ,0,SFG,,,
PRYJ,,,,,
SFG,,,,,
 , , ,,,
SFG,1.574086607,BRE,,,
SFG,,,,,
BMU,,,,,
MRE,,,,,
SYWN,,,,,
MNJ,,,,,
BRE,,,,,
 , , ,,,
BRE,8.210074913,CNBI,,,
BRE,,,,,
BDNP,,,,,
SJT,,,,,
SRO,,,,,
ASCE,,,,,
KUW,,,,,
KTCE,,,,,
KGA,,,,,
SNIE,,,,,
RUB,,,,,
FYZ,,,,,
RAMA,,,,,
FTP,,,,,
KKS,,,,,
MWH,,,,,
KSQ,,,,,
BKO,,,,,
AUNG,,,,,
KBN,,,,,
PMPR,,,,,
SSL,,,,,
RXM,,,,,
CHK,,,,,
CNBI,,,,,
 , , ,,,
CNBI,0,CNB,,,
CNBI,,,,,
CNB,,,,,
 , , ,,,
CNB,0.136866172,CNJO,,,
CNB,,,,,
GMC,,,,,
CNJO,,,,,
 , , ,,,
CNJO,0,GOY,,,
CNJO,,,,,
GOY,,,,,
 , , ,,,
GOY,0,PNKD,,,
GOY,,,,,
PNKD,,,,,
 , , ,,,
PNKD,0,BPU,,,
PNKD,,,,,
BPU,,,,,
 , , ,,,
BPU,2.566999497,ETW,,,
BPU,,,,,
MTO,,,,,
RMW,,,,,
PTRA,,,,,
RURA,,,,,
AAP,,,,,
JJK,,,,,
PJY,,,,,
KNS,,,,,
PHD,,,,,
PATA,,,,,
ULD,,,,,
GHSR,,,,,
SHW,,,,,
BNT,,,,,
EKL,,,,,
ETW,,,,,
 , , ,,,
ETW,0.109863214,SKB,,,
ETW,,,,,
SB,,,,,
JGR,,,,,
BBL,,,,,
BDN,,,,,
KAA,,,,,
SKB,,,,,
 , , ,,,
SKB,0.443185009,TDL,,,
SKB,,,,,
MNR,,,,,
FZD,,,,,
HNG,,,,,
TDL,,,,,
 , , ,,,
TDL,0,WSC,,,
TDL,,,,,
WSC,,,,,
 , , ,,,
WSC,0.00730456,BRN,,,
WSC,,,,,
YY-MTI,,,,,
MTI,,,,,
BRN,,,,,
 , , ,,,
BRN,0.010164146,HRS,,,
BRN,,,,,
CMR,,,,,
JLS,,,,,
PORA,,,,,
HRS,,,,,
 , , ,,,
HRS,0.688310468,ALJN,,,
HRS,,,,,
SNS,,,,,
MXK,,,,,
DAQ,,,,,
ALJN,,,,,
 , , ,,,
ALJN,0.396310609,KRJ,,,
ALJN,,,,,
MWUE,,,,,
KLA,,,,,
SOM,,,,,
DAR,,,,,
KAMP,,,,,
KRJ,,,,,
 , , ,,,
KRJ,0.012318882,WAIR,,,
KRJ,,,,,
SKQ,,,,,
GNRL,,,,,
CHL,,,,,
WAIR,,,,,
 , , ,,,
WAIR,0.000796711,DKDE,,,
WAIR,,,,,
FPMP,,,,,
DKDE,,,,,
 , , ,,,
DKDE,0.487146854,GZB,,,
DKDE,,,,,
AJR,,,,,
BRKY,,,,,
DER,,,,,
MIU,,,,,
CPYZ,,,,,
GZB,,,,,
 , , ,,,
GAYA,1.016298021,CPBH,,,
GAYA,,,,,
WCB,,,,,
KSTA,,,,,
PRY,,,,,
GRRU,,,,,
IMGE,,,,,
RFJ,,,,,
DORD,,,,,
JHN,,,,,
BHKH,,,,,
PES,,,,,
AUBR,,,,,
CPBH,,,,,
 , , ,,,
CPBH,0.13539924,SEB,,,
CPBH,,,,,
FOCS,,,,,
SEB,,,,,
 , , ,,,
SEB,1.869571194,SSM,,,
SEB,,,,,
ADSR,,,,,
DOS,,,,,
PHE,,,,,
KWD,,,,,
SSM,,,,,
 , , ,,,
SSM,2.570429274,JTHT,,,
SSM,,,,,
KMGE,,,,,
SSG,,,,,
KVD,,,,,
KTQ,,,,,
PSE,,,,,
MTGE,,,,,
BBU,,,,,
DGO,,,,,
DCX,,,,,
KMS,,,,,
SYJ,,,,,
CDMR,,,,,
GAQ,,,,,
FOCM,,,,,
ICBN,,,,,
JTHT,,,,,
 , , ,,,
KYQ,6.389619508,DDNI,,,
KYQ,,,,,
AZA,,,,,
MRZA,,,,,
CGON,,,,,
BMGN,,,,,
BOKO,,,,,
SNCA,,,,,
DPRA,,,,,
RGJI,,,,,
AMGA,,,,,
DDNI,,,,,
 , , ,,,
DDNI,5.293972319,NBQ,,,
DDNI,,,,,
KRNI,,,,,
GLPT,,,,,
PNVT,,,,,
JPZ,,,,,
KRBR,,,,,
AYU,,,,,
MZQ,,,,,
NBQ,,,,,
 , , ,,,
NBQ,1.445987487,FKM,,,
NBQ,,,,,
NBQY,,,,,
DTX,,,,,
BSGN,,,,,
SLKX,,,,,
KOJ,,,,,
FKM,,,,,
 , , ,,,
FKM,1.411376926,SMTA,,,
FKM,,,,,
PQK,,,,,
CROA,,,,,
GBY,,,,,
GOGH,,,,,
SRPB,,,,,
JOQ,,,,,
KAMG,,,,,
SMTA,,,,,
 , , ,,,
SMTA,1.765126284,APDJ,,,
SMTA,,,,,
SLBS,,,,,
APCH,,,,,
APDJ,,,,,
 , , ,,,
APDJ,7.582203004,NMZ,,,
APDJ,,,,,
DPO,,,,,
RVK,,,,,
GRU,,,,,
KCF,,,,,
HOJ,,,,,
HSA,,,,,
MDT,,,,,
MJE,,,,,
DLO,,,,,
BNV,,,,,
BNQ,,,,,
CNM,,,,,
CRX,,,,,
NKB,,,,,
CPMR,,,,,
CLD,,,,,
NMZ,,,,,
 , , ,,,
NMZ,6.950137847,SGUJ,,,
NMZ,,,,,
DDM,,,,,
ODB,,,,,
BRQ,,,,,
PNS,,,,,
SVQ,,,,,
GMK,,,,,
GLMA,,,,,
PSRY,,,,,
SGUJ,,,,,
 , , ,,,
SGUJ,0.354998499,NJP,,,
SGUJ,,,,,
SGUT,,,,,
NJP,,,,,
 , , ,,,
NJP,0,RNI,,,
NJP,,,,,
RNI,,,,,
 , , ,,,
RNI,0.344794805,AUB,,,
RNI,,,,,
NJB,,,,,
CAT,,,,,
DMZ,,,,,
TMH,,,,,
MXJ,,,,,
DBQ,,,,,
AUB,,,,,
 , , ,,,
AUB,11.42518364,BOE,,,
AUB,,,,,
GEOR,,,,,
GIL,,,,,
IKC,,,,,
PJP,,,,,
KNE,,,,,
THED,,,,,
HWR,,,,,
KKA,,,,,
SJKL,,,,,
DLK,,,,,
TETA,,,,,
AHL,,,,,
SUD,,,,,
SJGM,,,,,
KHMP,,,,,
BOE,,,,,
 , , ,,,
MFA,0.775171757,KIRB,,,
MFA,,,,,
SRI,,,,,
MENP,,,,,
JAU,,,,,
BHNP,,,,,
SI,,,,,
GRR,,,,,
DNQ,,,,,
NYT,,,,,
KIRB,,,,,
 , , ,,,
KIRB,0,KIR,,,
KIRB,,,,,
KIR,,,,,
 , , ,,,
KIR,10.15298762,MNE,,,
KIR,,,,,
KIRW,,,,,
SMO,,,,,
CRR,,,,,
BKHR,,,,,
KUE,,,,,
KIBH,,,,,
KTRH,,,,,
BNPR,,,,,
NNA,,,,,
KHQ,,,,,
BIGH,,,,,
THB,,,,,
NNR,,,,,
BRKB,,,,,
PSR,,,,,
GAI,,,,,
MSK,,,,,
CDBN,,,,,
MNE,,,,,
 , , ,,,
MNE,0,KGG,,,
MNE,,,,,
KGG,,,,,
 , , ,,,
KGG,0,UMNR,,,
KGG,,,,,
UMNR,,,,,
 , , ,,,
UMNR,0,SKJ,,,
UMNR,,,,,
SKJ,,,,,
 , , ,,,
BCA,0.433414352,HJP,,,
BCA,,,,,
FAH,,,,,
SPPA,,,,,
VPDA,,,,,
HBP,,,,,
MOG,,,,,
RJJN,,,,,
NNNL,,,,,
SPP,,,,,
BDUA,,,,,
MNO,,,,,
SDG,,,,,
DES,,,,,
GKHT,,,,,
CSR,,,,,
DHBI,,,,,
AYRN,,,,,
CKRD,,,,,
HJP,,,,,
 , , ,,,
HJP,0,SEE,,,
HJP,,,,,
SEE,,,,,
 , , ,,,
SEE,0,PMU,,,
SEE,,,,,
PMU,,,,,
 , , ,,,
PMU,1.20759606,CI,,,
PMU,,,,,
NYO,,,,,
STLR,,,,,
DGA,,,,,
AABH,,,,,
ATNR,,,,,
PPDA,,,,,
BAGL,,,,,
DRI,,,,,
GJH,,,,,
CHPG,,,,,
CI,,,,,
 , , ,,,
CI,0,CPR,,,
CI,,,,,
CPR,,,,,
 , , ,,,
CPR,1.812121808,DDA,,,
CPR,,,,,
TKVR,,,,,
KPS,,,,,
DDP,,,,,
EKMA,,,,,
MHRN,,,,,
CW,,,,,
DDA,,,,,
 , , ,,,
DDA,1.467658676,SV,,,
DDA,,,,,
PCK,,,,,
SV,,,,,
 , , ,,,
SV,3.798335355,BTT,,,
SV,,,,,
ZRDE,,,,,
KYW,,,,,
MW,,,,,
BTK,,,,,
BHTR,,,,,
NNPR,,,,,
BTT,,,,,
 , , ,,,
BTT,1.304692394,GKC,,,
BTT,,,,,
NRA,,,,,
AHLR,,,,,
DEOS,,,,,
BALR,,,,,
GB,,,,,
CC,,,,,
SANR,,,,,
KHM,,,,,
GKC,,,,,
 , , ,,,
GKP,4.999759011,MUR,,,
GKP,,,,,
DMG,,,,,
JTB,,,,,
SWA,,,,,
SIPR,,,,,
MHH,,,,,
KLD,,,,,
CRV,,,,,
MND,,,,,
ORW,,,,,
BST,,,,,
GOVR,,,,,
TH,,,,,
GAUR,,,,,
BV,,,,,
PATI,,,,,
BNGY,,,,,
SNC,,,,,
MSW,,,,,
LKNR,,,,,
MUR,,,,,
 , , ,,,
MUR,0.551320525,GD,,,
MUR,,,,,
JLHI,,,,,
MOTG,,,,,
BRCK,,,,,
GD,,,,,
 , , ,,,
GD,1.015398906,BUW,,,
GD,,,,,
GDK,,,,,
KTHL,,,,,
MIR,,,,,
KSR,,,,,
CLJ,,,,,
SUJ,,,,,
JLD,,,,,
GHT,,,,,
CKG,,,,,
BUW,,,,,
 , , ,,,
BUW,5.523835319,SCC,,,
BUW,,,,,
SDAM,,,,,
TSF,,,,,
PPE,,,,,
MGPA,,,,,
MMB,,,,,
BBPR,,,,,
SYU,,,,,
SKLP,,,,,
BVN,,,,,
RAMR,,,,,
PSN,,,,,
TKUR,,,,,
SCC,,,,,
 , , ,,,
SCC,0,STP,,,
SCC,,,,,
STP,,,,,
 , , ,,,
BRYC,0.40026085,RGB,,,
BRYC,,,,,
XX-CHTB,,,,,
RGB,,,,,
 , , ,,,
RGB,3.520525943,CH,,,
RGB,,,,,
RSC,,,,,
BTG,,,,,
NSU,,,,,
AO,,,,,
RBK,,,,,
KEG,,,,,
DUB,,,,,
PRKE,,,,,
AFR,,,,,
SSKA,,,,,
CH,,,,,
 , , ,,,
CH,1.212825471,RJK,,,
CH,,,,,
GTF,,,,,
KZS,,,,,
JRJ,,,,,
RJK,,,,,
 , , ,,,
RJK,2.024124684,MB,,,
RJK,,,,,
KD,,,,,
FRD,,,,,
MCV,,,,,
MB,,,,,
 , , ,,,
SBB,0.695237669,MWC,,,
SBB,,,,,
DSBP,,,,,
CNJ,,,,,
ANVR,,,,,
MWC,,,,,
 , , ,,,
MWC,0,TKJ,,,
MWC,,,,,
TKJ,,,,,
 , , ,,,
ANVT,0,SBB,,,
ANVT,,,,,
SBB,,,,,
 , , ,,,
SBB,0,GZB,,,
SBB,,,,,
GZB,,,,,
 , , ,,,
GZB,0.487146854,DKDE,,,
GZB,,,,,
CPYZ,,,,,
MIU,,,,,
DER,,,,,
BRKY,,,,,
AJR,,,,,
DKDE,,,,,
 , , ,,,
DKDE,0.000796711,WAIR,,,
DKDE,,,,,
FPMP,,,,,
WAIR,,,,,
 , , ,,,
WAIR,0.012318882,KRJ,,,
WAIR,,,,,
CHL,,,,,
GNRL,,,,,
SKQ,,,,,
KRJ,,,,,
 , , ,,,
KRJ,0.396310609,ALJN,,,
KRJ,,,,,
KAMP,,,,,
DAR,,,,,
SOM,,,,,
KLA,,,,,
MWUE,,,,,
ALJN,,,,,
 , , ,,,
ALJN,0.688310468,HRS,,,
ALJN,,,,,
DAQ,,,,,
MXK,,,,,
SNS,,,,,
HRS,,,,,
 , , ,,,
HRS,0.010164146,BRN,,,
HRS,,,,,
PORA,,,,,
JLS,,,,,
CMR,,,,,
BRN,,,,,
 , , ,,,
BRN,0.00730456,WSC,,,
BRN,,,,,
MTI,,,,,
YY-MTI,,,,,
WSC,,,,,
 , , ,,,
WSC,0,TDL,,,
WSC,,,,,
TDL,,,,,
 , , ,,,
PRYJ,0,ALD,,,
PRYJ,,,,,
ALD,,,,,
 , , ,,,
ALD,0,NYN,,,
ALD,,,,,
NYN,,,,,
 , , ,,,
NYN,0,LKJN,,,
NYN,,,,,
LKJN,,,,,
 , , ,,,
MKP,0,OHAN,,,
MKP,,,,,
OHAN,,,,,
 , , ,,,
KID,0.409087757,MBA,,,
KID,,,,,
MTH,,,,,
KBR,,,,,
BPRA,,,,,
MBA,,,,,
 , , ,,,
MBA,8.069416216,JHS,,,
MBA,,,,,
CRC,,,,,
KLAR,,,,,
BTX,,,,,
GTI,,,,,
HPP,,,,,
RORA,,,,,
MRPR,,,,,
RNRD,,,,,
TKA,,,,,
MGRR,,,,,
NEW,,,,,
BWR,,,,,
ORC,,,,,
JHS,,,,,
 , , ,,,
JHS,4.48912387,LAR,,,
JHS,,,,,
JHSA,,,,,
BJI,,,,,
KHJ,,,,,
BAB,,,,,
BPW,,,,,
BZY,,,,,
MZX,,,,,
TBT,,,,,
DLA,,,,,
BJA,,,,,
JHA,,,,,
DWA,,,,,
LAR,,,,,
 , , ,,,
LAR,0.947425491,AGD,,,
LAR,,,,,
JRO,,,,,
JLN,,,,,
DUA,,,,,
MXS,,,,,
KOA,,,,,
AGD,,,,,
 , , ,,,
AGD,0,BINA,,,
AGD,,,,,
BINA,,,,,
 , , ,,,
NSZ,0,NPDC,,,
NSZ,,,,,
NPDC,,,,,
 , , ,,,
UJNC,2.372708075,UJNC,,,
UJNC,,,,,
UJN,,,,,
UJNC,,,,,
 , , ,,,
UJNC,2.096332766,DWX,,,
UJNC,,,,,
VRG,,,,,
KDHA,,,,,
UDM,,,,,
NRGR,,,,,
DWX,,,,,
 , , ,,,
DWX,0.899812892,LMNR,,,
DWX,,,,,
BNJN,,,,,
BLAX,,,,,
DKCH,,,,,
MGG,,,,,
LMNR,,,,,
 , , ,,,
LMNR,0,INDB,,,
LMNR,,,,,
INDB,,,,,
 , , ,,,
INDB,0.768496681,DADN,,,
INDB,,,,,
SFNR,,,,,
LKMN,,,,,
RJQ,,,,,
RAU,,,,,
HKH,,,,,
DADN,,,,,
 , , ,,,
CLA,0.36056842,RVJ,,,
CLA,,,,,
CHF,,,,,
GTBN,,,,,
RVJ,,,,,
 , , ,,,
RVJ,0.21679375,SNRD,,,
RVJ,,,,,
VDLR,,,,,
SVE,,,,,
CTGN,,,,,
RRD,,,,,
DKRD,,,,,
SNRD,,,,,
 , , ,,,
GOY,0.313221894,BZM,,,
GOY,,,,,
CNJW,,,,,
BZM,,,,,
 , , ,,,
BZM,3.794378559,KPI,,,
BZM,,,,,
BNAR,,,,,
RPGU,,,,,
PMN,,,,,
TLNH,,,,,
LLR,,,,,
MLS,,,,,
PHN,,,,,
CNH,,,,,
KPI,,,,,
 , , ,,,
KPI,0.259859896,ATA,,,
KPI,,,,,
URG,,,,,
ATA,,,,,
 , , ,,,
ATA,0.666475081,AIT,,,
ATA,,,,,
ORAI,,,,,
BHUA,,,,,
AIT,,,,,
 , , ,,,
AIT,2.883366887,JHS,,,
AIT,,,,,
PRN,,,,,
